100531,7540,20200907,1
100531,7541,20200909,1
100531,7542,20200911,0
102387,7540,20200907,9
102387,7541,20200908,5
102387,7542,20200909,4
102387,6469,20200910,7
104465,7540,20200908,8
104465,7541,20200909,3
105114,7540,20200911,1
105178,7540,20200908,9
105973,7542,20200908,10
106855,7541,20200908,0
106855,7542,20200909,2
108015,7501,20200908,7
108523,7540,20200907,6
108523,7541,20200908,1
108523,7542,20200911,2
109023,7501,20200909,7
